div,name,price,virev,blgrev,addr1,addr2,attr,rating,review_name,review_cnt,,,,,,,,,,,,
캠핑,휴림캠핑장,,99,155,경기,남양주시,,4.08,화장실이 잘 되어있어요,31,,,,,,,,,,,,
캠핑,휴림캠핑장,,99,155,경기,남양주시,,4.08,개수대가 잘 되어있어요,23,,,,,,,,,,,,
캠핑,휴림캠핑장,,99,155,경기,남양주시,,4.08,온수가 잘 나와요,22,,,,,,,,,,,,
캠핑,휴림캠핑장,,99,155,경기,남양주시,,4.08,조용히 쉬기 좋아요,15,,,,,,,,,,,,
캠핑,남원백두대간캠핑장,,20,75,전북,남원시,,4.38,,,,,,,,,,,,,,
캠핑,백두대간힐링캠핑장,,3,,전북,남원시,,,,,,,,,,,,,,,,
캠핑,남해힐링국민여가캠핑장,,6,,경남,남해군,,,,,,,,,,,,,,,,
캠핑,낭도야영장,,9,42,전남,여수시,"해수욕장, 바닷가, 족구장, 자연학습, 체험활동, 잔디, 선착순입장, 와이파이, 데크, 파쇄석, 가족실, 오토캠핑, 단체, 갯벌, 계곡",,,,,,,,,,,,,,,
캠핑,낭만가족캠프,,28,,경기,포천시,,,,,,,,,,,,,,,,
캠핑,낭만에코파크,,11,127,인천,강화군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",,,,,,,,,,,,,,,
캠핑,낭만캠프,,125,,강원,화천군,"주차, 배달, 예약, 남/녀 화장실 구분",,,,,,,,,,,,,,,
캠핑,내를건너서숲으로오토캠핑장,,67,,경북,청도군,"와이파이, 공용시설, 잔디, 신축, 계곡, 복층, 독채, 파쇄석, 오토캠핑, 카라반, 가족실, 개별바비큐, 침대방, 파티, 문화유적",,,,,,,,,,,,,,,
캠핑,내리계곡솔밭캠핑장,,78,128,강원,영월군,,4.53,온수가 잘 나와요,8,,,,,,,,,,,,
캠핑,내리계곡솔밭캠핑장,,78,128,강원,영월군,,4.53,화장실이 잘 되어있어요,7,,,,,,,,,,,,
캠핑,내리계곡솔밭캠핑장,,78,128,강원,영월군,,4.53,깨끗해요,6,,,,,,,,,,,,
캠핑,내리계곡솔밭캠핑장,,78,128,강원,영월군,,4.53,조용히 쉬기 좋아요,5,,,,,,,,,,,,
캠핑,내리계곡솔밭캠핑장,,78,128,강원,영월군,,4.53,매너타임이 잘 지켜져요,4,,,,,,,,,,,,
캠핑,내리금봉캠핑장,45000,10,,강원,영월군,"계곡, 장기숙박, 파쇄석, 오토캠핑",,,,,,,,,,,,,,,
캠핑,내린천솔밭힐링캠핑장,,2,14,강원,인제군,"주차, 예약, 유아시설(놀이방), 남/녀 화장실 구분",,,,,,,,,,,,,,,
캠핑,내설악글램핑파크,160000,300,152,강원,인제군,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",4.7,바비큐 해먹기 좋아요 ,13,,,,,,,,,,,,
캠핑,내설악글램핑파크,160000,300,152,강원,인제군,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",4.7,깨끗해요,13,,,,,,,,,,,,
캠핑,내설악글램핑파크,160000,300,152,강원,인제군,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",4.7,공용시설 관리가 잘돼요,12,,,,,,,,,,,,
캠핑,내설악글램핑파크,160000,300,152,강원,인제군,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",4.7,조용히 쉬기 좋아요,11,,,,,,,,,,,,
캠핑,내설악글램핑파크,160000,300,152,강원,인제군,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",4.7,물놀이하기 좋아요,10,,,,,,,,,,,,
캠핑,내소힐링캠프,45000,197,198,전북,부안군,"포장, 국민지원금",4.24,깨끗해요,22,,,,,,,,,,,,
캠핑,내소힐링캠프,45000,197,198,전북,부안군,"포장, 국민지원금",4.24,화장실이 잘 되어있어요,19,,,,,,,,,,,,
캠핑,내소힐링캠프,45000,197,198,전북,부안군,"포장, 국민지원금",4.24,온수가 잘 나와요,18,,,,,,,,,,,,
캠핑,내소힐링캠프,45000,197,198,전북,부안군,"포장, 국민지원금",4.24,개수대가 잘 되어있어요,17,,,,,,,,,,,,
캠핑,내소힐링캠프,45000,197,198,전북,부안군,"포장, 국민지원금",4.24,그늘이 많아요,12,,,,,,,,,,,,
캠핑,내안의숲오토캠핑장,,40,144,충남,부여군,,4.69,깨끗해요,7,,,,,,,,,,,,
캠핑,내안의숲오토캠핑장,,40,144,충남,부여군,,4.69,조용히 쉬기 좋아요,6,, 울진 성류굴(천연기념물 155), 청하 보경사," 안동댐 등 관광지가 있다. 2개의 등산로가 개설되어 있고 전망대에서 동해안의 일출을 볼 수 있다.""",4.46,산책로가 잘 되어있어요,43,,,,,
캠핑,내안의숲오토캠핑장,,40,144,충남,부여군,,4.69,매너타임이 잘 지켜져요,5,,,,,,,,,,,,
캠핑,내안의숲오토캠핑장,,40,144,충남,부여군,,4.69,주차하기 편해요,2,,,,,,,,,,,,
캠핑,내안의숲오토캠핑장,,40,144,충남,부여군,,4.69,공용시설 관리가 잘돼요,2,,,,,,,,,,,,
캠핑,내장야영장,,126,160,전북,정읍시,주차,4.06,주차하기 편해요,14,,,,,,,,,,,,
캠핑,내장야영장,,126,160,전북,정읍시,주차,4.06,뷰가 좋아요,9,,,,,,,,,,,,
캠핑,내장야영장,,126,160,전북,정읍시,주차,4.06,깨끗해요,7,,,,,,,,,,,,
캠핑,내장야영장,,126,160,전북,정읍시,주차,4.06,조용히 쉬기 좋아요,7,, 울진 성류굴(천연기념물 155), 청하 보경사," 안동댐 등 관광지가 있다. 2개의 등산로가 개설되어 있고 전망대에서 동해안의 일출을 볼 수 있다.""",4.46,조용히 쉬기 좋아요,31,,,,,
캠핑,내장야영장,,126,160,전북,정읍시,주차,4.06,화장실이 잘 되어있어요,6,,,,,,,,,,,,
캠핑,너나들이캠핑장,,785,168,인천,남동구,,4.29,바비큐 해먹기 좋아요 ,85,,,,,,,,,,,,
캠핑,너나들이캠핑장,,785,168,인천,남동구,,4.29,깨끗해요,75,,,,,,,,,,,,
캠핑,너나들이캠핑장,,785,168,인천,남동구,,4.29,주차하기 편해요,64,,,,,,,,,,,,
캠핑,너나들이캠핑장,,785,168,인천,남동구,,4.29,화장실이 잘 되어있어요,52,,,,,,,,,,,,
캠핑,너나들이캠핑장,,785,168,인천,남동구,,4.29,개수대가 잘 되어있어요,50,,,,,,,,,,,,
캠핑,너와두리농촌캠핑장,,37,233,충북,옥천군,주차,4.42,깨끗해요,10,, 울진 성류굴(천연기념물 155), 청하 보경사," 안동댐 등 관광지가 있다. 2개의 등산로가 개설되어 있고 전망대에서 동해안의 일출을 볼 수 있다.""",4.46,뷰가 좋아요,27,,,,,
캠핑,너와두리농촌캠핑장,,37,233,충북,옥천군,주차,4.42,조용히 쉬기 좋아요,6,,,,,,,,,,,,
캠핑,너와두리농촌캠핑장,,37,233,충북,옥천군,주차,4.42,화장실이 잘 되어있어요,4,,,,,,,,,,,,
캠핑,너와두리농촌캠핑장,,37,233,충북,옥천군,주차,4.42,사이트 간격이 넓어요,3,,,,,,,,,,,,
캠핑,너와두리농촌캠핑장,,37,233,충북,옥천군,주차,4.42,개수대가 잘 되어있어요,2,,,,,,,,,,,,
캠핑,네이스트프라이빗음성,,76,,충북,음성군,"글램핑, 오토캠핑, 와이파이, 잔디, 파쇄석",,,,,,,,,,,,,,,
캠핑,가평네잎클로버카라반글램핑,189000,412,47,경기,가평군,"신축, 계곡, 카라반, 글램핑, 복층, 수영장, 와이파이, 개별바비큐, 독채, 가족실, 바비큐장, 공용시설",4.74,깨끗해요,234,,,,,,,,,,,,
캠핑,가평네잎클로버카라반글램핑,189000,412,47,경기,가평군,"신축, 계곡, 카라반, 글램핑, 복층, 수영장, 와이파이, 개별바비큐, 독채, 가족실, 바비큐장, 공용시설",4.74,바비큐 해먹기 좋아요 ,200,, 울진 성류굴(천연기념물 155), 청하 보경사," 안동댐 등 관광지가 있다. 2개의 등산로가 개설되어 있고 전망대에서 동해안의 일출을 볼 수 있다.""",4.46,주차하기 편해요,24,,,,,
캠핑,가평네잎클로버카라반글램핑,189000,412,47,경기,가평군,"신축, 계곡, 카라반, 글램핑, 복층, 수영장, 와이파이, 개별바비큐, 독채, 가족실, 바비큐장, 공용시설",4.74,조용히 쉬기 좋아요,185,,,,,,,,,,,,
캠핑,가평네잎클로버카라반글램핑,189000,412,47,경기,가평군,"신축, 계곡, 카라반, 글램핑, 복층, 수영장, 와이파이, 개별바비큐, 독채, 가족실, 바비큐장, 공용시설",4.74,온수가 잘 나와요,163,,,,,,,,,,,,
캠핑,가평네잎클로버카라반글램핑,189000,412,47,경기,가평군,"신축, 계곡, 카라반, 글램핑, 복층, 수영장, 와이파이, 개별바비큐, 독채, 가족실, 바비큐장, 공용시설",4.74,화장실이 잘 되어있어요,156,,,,,,,,,,,,
캠핑,넵투누스카라반,,,,경기,가평군,,,,,,,,,,,,,,,,
캠핑,단양노동오토캠핑장,41250,181,21,충북,단양군,"단체, 오토캠핑, 데크, 파쇄석, 잔디, 와이파이",4.46,조용히 쉬기 좋아요,22,,,,,,,,,,,,
캠핑,단양노동오토캠핑장,41250,181,21,충북,단양군,"단체, 오토캠핑, 데크, 파쇄석, 잔디, 와이파이",4.46,사이트 간격이 넓어요,22,,,,,,,,,,,,
캠핑,단양노동오토캠핑장,41250,181,21,충북,단양군,"단체, 오토캠핑, 데크, 파쇄석, 잔디, 와이파이",4.46,주차하기 편해요,19,, 울진 성류굴(천연기념물 155), 청하 보경사," 안동댐 등 관광지가 있다. 2개의 등산로가 개설되어 있고 전망대에서 동해안의 일출을 볼 수 있다.""",4.46,가격이 합리적이에요,16,,,,,
캠핑,단양노동오토캠핑장,41250,181,21,충북,단양군,"단체, 오토캠핑, 데크, 파쇄석, 잔디, 와이파이",4.46,온수가 잘 나와요,16,,,,,,,,,,,,
캠핑,단양노동오토캠핑장,41250,181,21,충북,단양군,"단체, 오토캠핑, 데크, 파쇄석, 잔디, 와이파이",4.46,그늘이 많아요,15,,,,,,,,,,,,
캠핑,노랑카라반,235000,257,62,경남,남해군,"카라반, 수영장, 체험활동, 바비큐장, 와이파이, 신축, 공용시설, 자연학습, 갯벌, 수상레저, 바닷가",4.71,깨끗해요,148,,,,,,,,,,,,
캠핑,노랑카라반,235000,257,62,경남,남해군,"카라반, 수영장, 체험활동, 바비큐장, 와이파이, 신축, 공용시설, 자연학습, 갯벌, 수상레저, 바닷가",4.71,뷰가 좋아요,133,,,,,,,,,,,,
캠핑,노랑카라반,235000,257,62,경남,남해군,"카라반, 수영장, 체험활동, 바비큐장, 와이파이, 신축, 공용시설, 자연학습, 갯벌, 수상레저, 바닷가",4.71,주차하기 편해요,88,,,,,,,,,,,,
캠핑,노랑카라반,235000,257,62,경남,남해군,"카라반, 수영장, 체험활동, 바비큐장, 와이파이, 신축, 공용시설, 자연학습, 갯벌, 수상레저, 바닷가",4.71,사진이 잘 나와요,82,,,,,,,,,,,,
캠핑,노랑카라반,235000,257,62,경남,남해군,"카라반, 수영장, 체험활동, 바비큐장, 와이파이, 신축, 공용시설, 자연학습, 갯벌, 수상레저, 바닷가",4.71,바비큐 해먹기 좋아요 ,78,,,,,,,,,,,,
캠핑,노문야영장,,5,32,경기,양평군,,,,,,,,,,,,,,,,
캠핑,노산팔경캠핑장,122142,270,88,경기,양평군,"글램핑, 오토캠핑, 2인실, 가족실, 개별바비큐, 바비큐장, 와이파이, 신축, 공용시설, 모던",4.16,온수가 잘 나와요,57,,,,,,,,,,,,
캠핑,노산팔경캠핑장,122142,270,88,경기,양평군,"글램핑, 오토캠핑, 2인실, 가족실, 개별바비큐, 바비큐장, 와이파이, 신축, 공용시설, 모던",4.16,화장실이 잘 되어있어요,52,,,,,,,,,,,,
캠핑,노산팔경캠핑장,122142,270,88,경기,양평군,"글램핑, 오토캠핑, 2인실, 가족실, 개별바비큐, 바비큐장, 와이파이, 신축, 공용시설, 모던",4.16,깨끗해요,51,,,,,,,,,,,,
캠핑,노산팔경캠핑장,122142,270,88,경기,양평군,"글램핑, 오토캠핑, 2인실, 가족실, 개별바비큐, 바비큐장, 와이파이, 신축, 공용시설, 모던",4.16,개수대가 잘 되어있어요,45,,,,,,,,,,,,
캠핑,노산팔경캠핑장,122142,270,88,경기,양평군,"글램핑, 오토캠핑, 2인실, 가족실, 개별바비큐, 바비큐장, 와이파이, 신축, 공용시설, 모던",4.16,공용시설 관리가 잘돼요,29,,,,,,,,,,,,
캠핑,노원힐링캠핑장,,1,155,경기,포천시,,,,,,,,,,,,,,,,
캠핑,노을길야영장,,1,2,전남,무안군,,,,,,,,,,,,,,,,
캠핑,노을빛바다애글램핑,180000,20,72,인천,강화군,"가족실, 침대방, 글램핑, 데크, 모던, 신축, 바닷가, 2인실, 수영장, 체험활동, 잔디, 갯벌, 개별바비큐, 온돌방, 와이파이, 공용시설, 자연학습, 문화유적",4.63,,,,,,,,,,,,,,
캠핑,노을캠핑장,,14,"1,212",서울,마포구,"주차, 예약",4.41,,,,,,,,,,,,,,
캠핑,문경녹색오토캠핑장,,72,,경북,문경시,"오토캠핑, 파쇄석, 와이파이, 공용시설, 자연학습, 계곡, 문화유적",,,,,,,,,,,,,,,
캠핑,탑정호글램핑,99000,320,24,충남,논산시,,4.56,뷰가 좋아요,30,,,,,,,,,,,,
캠핑,탑정호글램핑,99000,320,24,충남,논산시,,4.56,바비큐 해먹기 좋아요 ,24,,,,,,,,,,,,
캠핑,탑정호글램핑,99000,320,24,충남,논산시,,4.56,조용히 쉬기 좋아요,16,,,,,,,,,,,,
캠핑,탑정호글램핑,99000,320,24,충남,논산시,,4.56,온수가 잘 나와요,13,,,,,,,,,,,,
캠핑,탑정호글램핑,99000,320,24,충남,논산시,,4.56,주차하기 편해요,10,,,,,,,,,,,,
캠핑,놀터캠핑장,,22,177,경남,고성군,"주차, 예약, 무선 인터넷",4.82,조용히 쉬기 좋아요,7,,,,,,,,,,,,
캠핑,놀터캠핑장,,22,177,경남,고성군,"주차, 예약, 무선 인터넷",4.82,뷰가 좋아요,6,,,,,,,,,,,,
캠핑,놀터캠핑장,,22,177,경남,고성군,"주차, 예약, 무선 인터넷",4.82,매너타임이 잘 지켜져요,4,,,,,,,,,,,,
캠핑,놀터캠핑장,,22,177,경남,고성군,"주차, 예약, 무선 인터넷",4.82,깨끗해요,2,,,,,,,,,,,,
캠핑,놀터캠핑장,,22,177,경남,고성군,"주차, 예약, 무선 인터넷",4.82,사진이 잘 나와요,2,,,,,,,,,,,,
캠핑,농어바위캠핑장,,90,87,인천,옹진군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.28,깨끗해요,13,,,,,,,,,,,,
캠핑,농어바위캠핑장,,90,87,인천,옹진군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.28,개수대가 잘 되어있어요,6,,,,,,,,,,,,
캠핑,농어바위캠핑장,,90,87,인천,옹진군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.28,뷰가 좋아요,4,,,,,,,,,,,,
캠핑,농어바위캠핑장,,90,87,인천,옹진군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.28,바비큐 해먹기 좋아요 ,3,,,,,,,,,,,,
캠핑,농어바위캠핑장,,90,87,인천,옹진군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.28,조용히 쉬기 좋아요,3,,,,,,,,,,,,
캠핑,농월정오토캠핑장,,75,,경남,함양군,"예약, 유아시설(놀이방), 남/녀 화장실 구분",,,,,,,,,,,,,,,
캠핑,높은터캠핑장,,2,66,강원,홍천군,"오토캠핑, 데크, 파쇄석, 신축, 계곡",,,,,,,,,,,,,,,
캠핑,뇌운계곡글램핑,256250,70,12,강원,평창군,"글램핑, 체험활동, 수상레저, 2인실, 개별바비큐, 독채",,깨끗해요,42,,,,,,,,,,,,
캠핑,뇌운계곡글램핑,256250,70,12,강원,평창군,"글램핑, 체험활동, 수상레저, 2인실, 개별바비큐, 독채",,뷰가 좋아요,37,,,,,,,,,,,,
캠핑,뇌운계곡글램핑,256250,70,12,강원,평창군,"글램핑, 체험활동, 수상레저, 2인실, 개별바비큐, 독채",,조용히 쉬기 좋아요,36,,,,,,,,,,,,
캠핑,뇌운계곡글램핑,256250,70,12,강원,평창군,"글램핑, 체험활동, 수상레저, 2인실, 개별바비큐, 독채",,개수대가 잘 되어있어요,32,,,,,,,,,,,,
캠핑,뇌운계곡글램핑,256250,70,12,강원,평창군,"글램핑, 체험활동, 수상레저, 2인실, 개별바비큐, 독채",,화장실이 잘 되어있어요,29,,,,,,,,,,,,
캠핑,누리별캠핑장,,5,,경북,김천시,"오토캠핑, 파쇄석, 수영장, 와이파이, 공용시설, 신축, 자연학습, 키즈테마, 계곡, 문화유적",,,,,,,,,,,,,,,
캠핑,뉴욕카라반,145000,332,22,강원,속초시,"주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",4.6,바비큐 해먹기 좋아요 ,29,,,,,,,,,,,,
캠핑,뉴욕카라반,145000,332,22,강원,속초시,"주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",4.6,깨끗해요,28,,,,,,,,,,,,
캠핑,뉴욕카라반,145000,332,22,강원,속초시,"주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",4.6,주차하기 편해요,23,,,,,,,,,,,,
캠핑,뉴욕카라반,145000,332,22,강원,속초시,"주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",4.6,조용히 쉬기 좋아요,22,,,,,,,,,,,,
캠핑,뉴욕카라반,145000,332,22,강원,속초시,"주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",4.6,온수가 잘 나와요,18,,,,,,,,,,,,
캠핑,뉴힐링캠프,70000,"1,132",104,경기,포천시,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",4.45,온수가 잘 나와요,116,,,,,,,,,,,,
캠핑,뉴힐링캠프,70000,"1,132",104,경기,포천시,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",4.45,화장실이 잘 되어있어요,94,,,,,,,,,,,,
캠핑,뉴힐링캠프,70000,"1,132",104,경기,포천시,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",4.45,깨끗해요,82,,,,,,,,,,,,
캠핑,뉴힐링캠프,70000,"1,132",104,경기,포천시,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",4.45,매너타임이 잘 지켜져요,76,,,,,,,,,,,,
캠핑,뉴힐링캠프,70000,"1,132",104,경기,포천시,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",4.45,개수대가 잘 되어있어요,75,,,,,,,,,,,,
캠핑,느루캠핑장,,36,,충남,부여군,"파쇄석, 오토캠핑, 수영장",,,,,,,,,,,,,,,
캠핑,느티나무캠핑장,55000,33,185,강원,영월군,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",4.4,,,,,,,,,,,,,,
캠핑,느티나무그늘아래캠핑장,,8,110,경기,파주시,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",,,,,,,,,,,,,,,
캠핑,초막골생태공원느티나무야영장,,52,155,경기,군포시,"글램핑 고급형 1박 일반(성수기)150,000원글램핑 일반형 1박 일반(성수기)100,000원야영장 1박 일반25,000원야영장 1일(피크닉) 일반15,000원주차요금 소,증형 1대1일3,000원",4.6,,,,,,,,,,,,,,
캠핑,느티담길캠핑장,60000,20,,경북,군위군,"파쇄석, 신축, 문화유적, 계곡",,,,,,,,,,,,,,,
캠핑,늘솔길캠핑장,41000,196,43,강원,춘천시,"계곡, 카라반, 데크, 파쇄석, 오토캠핑, 반려동물, 바비큐장, 와이파이, 공용시설, 자연학습, 장기숙박, 개별바비큐, 투어, 온돌방",4.54,주차하기 편해요,34,,,,,,,,,,,,
캠핑,늘솔길캠핑장,41000,196,43,강원,춘천시,"계곡, 카라반, 데크, 파쇄석, 오토캠핑, 반려동물, 바비큐장, 와이파이, 공용시설, 자연학습, 장기숙박, 개별바비큐, 투어, 온돌방",4.54,온수가 잘 나와요,33,,,,,,,,,,,,
캠핑,늘솔길캠핑장,41000,196,43,강원,춘천시,"계곡, 카라반, 데크, 파쇄석, 오토캠핑, 반려동물, 바비큐장, 와이파이, 공용시설, 자연학습, 장기숙박, 개별바비큐, 투어, 온돌방",4.54,조용히 쉬기 좋아요,27,,,,,,,,,,,,
캠핑,늘솔길캠핑장,41000,196,43,강원,춘천시,"계곡, 카라반, 데크, 파쇄석, 오토캠핑, 반려동물, 바비큐장, 와이파이, 공용시설, 자연학습, 장기숙박, 개별바비큐, 투어, 온돌방",4.54,개수대가 잘 되어있어요,19,,,,,,,,,,,,
캠핑,늘솔길캠핑장,41000,196,43,강원,춘천시,"계곡, 카라반, 데크, 파쇄석, 오토캠핑, 반려동물, 바비큐장, 와이파이, 공용시설, 자연학습, 장기숙박, 개별바비큐, 투어, 온돌방",4.54,화장실이 잘 되어있어요,19,,,,,,,,,,,,
캠핑,늘솔길캠핑촌,20000,460,39,경북,포항시,"오토캠핑, 데크, 파쇄석, 반려동물, 와이파이, 잔디, 계곡",4.88,조용히 쉬기 좋아요,117,,,,,,,,,,,,
캠핑,늘솔길캠핑촌,20000,460,39,경북,포항시,"오토캠핑, 데크, 파쇄석, 반려동물, 와이파이, 잔디, 계곡",4.88,깨끗해요,114,,,,,,,,,,,,
캠핑,늘솔길캠핑촌,20000,460,39,경북,포항시,"오토캠핑, 데크, 파쇄석, 반려동물, 와이파이, 잔디, 계곡",4.88,매너타임이 잘 지켜져요,93,,,,,,,,,,,,
캠핑,늘솔길캠핑촌,20000,460,39,경북,포항시,"오토캠핑, 데크, 파쇄석, 반려동물, 와이파이, 잔디, 계곡",4.88,공용시설 관리가 잘돼요,68,,,,,,,,,,,,
캠핑,늘솔길캠핑촌,20000,460,39,경북,포항시,"오토캠핑, 데크, 파쇄석, 반려동물, 와이파이, 잔디, 계곡",4.88,사이트 간격이 넓어요,68,,,,,,,,,,,,
캠핑,늘예솔글램핑,164000,88,23,경남,거창군,"계곡, 독채, 단체, 온돌방, 개별바비큐, 글램핑, 침대방, 오토캠핑, 데크, 와이파이, 공용시설, 자연학습, 가족실, 2인실, 파쇄석",4.52,공용시설 관리가 잘돼요,19,,,,,,,,,,,,
캠핑,늘예솔글램핑,164000,88,23,경남,거창군,"계곡, 독채, 단체, 온돌방, 개별바비큐, 글램핑, 침대방, 오토캠핑, 데크, 와이파이, 공용시설, 자연학습, 가족실, 2인실, 파쇄석",4.52,깨끗해요,17,,,,,,,,,,,,
캠핑,늘예솔글램핑,164000,88,23,경남,거창군,"계곡, 독채, 단체, 온돌방, 개별바비큐, 글램핑, 침대방, 오토캠핑, 데크, 와이파이, 공용시설, 자연학습, 가족실, 2인실, 파쇄석",4.52,온수가 잘 나와요,15,,,,,,,,,,,,
캠핑,늘예솔글램핑,164000,88,23,경남,거창군,"계곡, 독채, 단체, 온돌방, 개별바비큐, 글램핑, 침대방, 오토캠핑, 데크, 와이파이, 공용시설, 자연학습, 가족실, 2인실, 파쇄석",4.52,조용히 쉬기 좋아요,14,,,,,,,,,,,,
캠핑,늘예솔글램핑,164000,88,23,경남,거창군,"계곡, 독채, 단체, 온돌방, 개별바비큐, 글램핑, 침대방, 오토캠핑, 데크, 와이파이, 공용시설, 자연학습, 가족실, 2인실, 파쇄석",4.52,주차하기 편해요,14,,,,,,,,,,,,
캠핑,늘편한캠핑장,,11,,강원,홍천군,"주차, 예약, 남/녀 화장실 구분",,,,,,,,,,,,,,,
캠핑,내연산늘푸른캠핑장,,1,34,경북,포항시,"예약, 남/녀 화장실 구분",,,,,,,,,,,,,,,
캠핑,다놀자캠핑장,,19,141,경북,상주시,"가족실, 수영장, 노래방, 바비큐장, 키즈테마",4.44,,,,,,,,,,,,,,
캠핑,다누리움캠핑장,50000,775,168,경기,용인시,"오토캠핑, 글램핑, 데크, 파쇄석, 잔디, 와이파이, 공용시설",4.03,온수가 잘 나와요,98,,,,,,,,,,,,
캠핑,다누리움캠핑장,50000,775,168,경기,용인시,"오토캠핑, 글램핑, 데크, 파쇄석, 잔디, 와이파이, 공용시설",4.03,뷰가 좋아요,81,,,,,,,,,,,,
캠핑,다누리움캠핑장,50000,775,168,경기,용인시,"오토캠핑, 글램핑, 데크, 파쇄석, 잔디, 와이파이, 공용시설",4.03,조용히 쉬기 좋아요,75,,,,,,,,,,,,
캠핑,다누리움캠핑장,50000,775,168,경기,용인시,"오토캠핑, 글램핑, 데크, 파쇄석, 잔디, 와이파이, 공용시설",4.03,공용시설 관리가 잘돼요,70,,,,,,,,,,,,
캠핑,다누리움캠핑장,50000,775,168,경기,용인시,"오토캠핑, 글램핑, 데크, 파쇄석, 잔디, 와이파이, 공용시설",4.03,깨끗해요,69,,,,,,,,,,,,
캠핑,다둥이네캠핑장,,111,,경기,가평군,,,,,,,,,,,,,,,,
캠핑,다릿재농원캠핑장,,239,122,충북,충주시,"계곡, 체험활동, 와이파이, 족구장, 수영장, 키즈테마, 파쇄석, 방갈로, 오토캠핑, 글램핑",4.63,,,,,,,,,,,,,,
캠핑,다시캠핑장,37500,64,17,경북,고령군,"오토캠핑, 계곡, 문화유적",4.8,조용히 쉬기 좋아요,38,,,,,,,,,,,,
캠핑,다시캠핑장,37500,64,17,경북,고령군,"오토캠핑, 계곡, 문화유적",4.8,온수가 잘 나와요,36,,,,,,,,,,,,
캠핑,다시캠핑장,37500,64,17,경북,고령군,"오토캠핑, 계곡, 문화유적",4.8,뷰가 좋아요,31,,,,,,,,,,,,
캠핑,다시캠핑장,37500,64,17,경북,고령군,"오토캠핑, 계곡, 문화유적",4.8,깨끗해요,25,,,,,,,,,,,,
캠핑,다시캠핑장,37500,64,17,경북,고령군,"오토캠핑, 계곡, 문화유적",4.8,매너타임이 잘 지켜져요,21,,,,,,,,,,,,
캠핑,다옴햇골오토캠핑장,55000,218,44,강원,화천군,,4.51,온수가 잘 나와요,39,,,,,,,,,,,,
캠핑,다옴햇골오토캠핑장,55000,218,44,강원,화천군,,4.51,화장실이 잘 되어있어요,28,,,,,,,,,,,,
캠핑,다옴햇골오토캠핑장,55000,218,44,강원,화천군,,4.51,깨끗해요,27,,,,,,,,,,,,
캠핑,다옴햇골오토캠핑장,55000,218,44,강원,화천군,,4.51,조용히 쉬기 좋아요,27,,,,,,,,,,,,
캠핑,다옴햇골오토캠핑장,55000,218,44,강원,화천군,,4.51,개수대가 잘 되어있어요,23,,,,,,,,,,,,
캠핑,다옴펜션캠핑장,165000,30,6,강원,화천군,,4.45,온수가 잘 나와요,13,,,,,,,,,,,,
캠핑,다옴펜션캠핑장,165000,30,6,강원,화천군,,4.45,공용시설 관리가 잘돼요,10,,,,,,,,,,,,
캠핑,다옴펜션캠핑장,165000,30,6,강원,화천군,,4.45,개수대가 잘 되어있어요,10,,,,,,,,,,,,
캠핑,다옴펜션캠핑장,165000,30,6,강원,화천군,,4.45,화장실이 잘 되어있어요,10,,,,,,,,,,,,
캠핑,다옴펜션캠핑장,165000,30,6,강원,화천군,,4.45,뷰가 좋아요,7,,,,,,,,,,,,
캠핑,다인리조트카라반,,7,,제주특별자치,제주시,,,,,,,,,,,,,,,,
캠핑,다인캠핑장,87000,764,80,충남,천안시,,,조용히 쉬기 좋아요,54,,,,,,,,,,,,
캠핑,다인캠핑장,87000,764,80,충남,천안시,,,사이트 간격이 넓어요,42,,,,,,,,,,,,
캠핑,다인캠핑장,87000,764,80,충남,천안시,,,깨끗해요,31,,,,,,,,,,,,
